seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
NZ_BADI01001211.1	1	3	1	984	0.9	0.9	1	3	1	984	NA	NA	0	1	3	1	984	0.9	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	NZ_BADI01001211.1||full	0.9	dsDNAphage
NZ_BADI01001182.1	1	3	1	1248	0.96	0.96	1	3	1	1248	NA	NA	0	1	3	1	1248	0.96	0.0	0.0	0.0	66.7	0.0	33.3	2	dsDNAphage	linear	NZ_BADI01001182.1||full	0.96	dsDNAphage
NZ_BADI01001181.1	1	5	2	2206	0.773	0.773	1	5	2	2206	NA	NA	0	1	5	2	2206	0.773	0.0	0.0	0.0	40.0	0.0	60.0	0	ssDNA	linear	NZ_BADI01001181.1||full	0.773	ssDNA
NZ_BADI01001140.1	1	3	1	1761	0.613	0.613	1	3	1	1761	NA	NA	0	1	3	1	1761	0.613	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	NZ_BADI01001140.1||full	0.613	dsDNAphage
NZ_BADI01001092.1	1	2	15	2813	0.88	0.88	1	2	15	2813	NA	NA	0	1	2	15	2813	0.88	0.0	0.0	0.0	50.0	0.0	50.0	1	dsDNAphage	linear	NZ_BADI01001092.1||full	0.88	dsDNAphage
NZ_BADI01001045.1	1	3	2	2143	0.847	0.847	1	3	2	2143	NA	NA	0	1	3	2	2143	0.847	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	NZ_BADI01001045.1||full	0.847	ssDNA
NZ_BADI01001042.1	1	5	320	4925	0.847	0.847	1	5	320	4925	NA	NA	0	1	5	320	4925	0.847	0.0	20.0	0.0	40.0	20.0	20.0	2	dsDNAphage	linear	NZ_BADI01001042.1||full	0.847	dsDNAphage
NZ_BADI01000958.1	1	3	1	1434	0.973	0.973	1	3	1	1434	NA	NA	0	1	3	1	1434	0.973	0.0	0.0	0.0	100.0	0.0	0.0	3	dsDNAphage	linear	NZ_BADI01000958.1||full	0.973	dsDNAphage
NZ_BADI01000954.1	1	3	3	949	0.887	0.887	1	3	3	949	NA	NA	0	1	3	3	949	0.887	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NZ_BADI01000954.1||full	0.887	ssDNA
NZ_BADI01000929.1	1	4	2	1765	0.547	0.547	1	4	2	1765	NA	NA	0	1	4	2	1765	0.547	0.0	25.0	0.0	50.0	0.0	25.0	0	dsDNAphage	linear	NZ_BADI01000929.1||full	0.547	dsDNAphage
NZ_BADI01000910.1	1	3	2	1195	0.533	0.533	1	3	2	1195	NA	NA	0	1	3	2	1195	0.533	0.0	0.0	0.0	33.3	66.7	0.0	0	dsDNAphage	linear	NZ_BADI01000910.1||full	0.533	dsDNAphage
NZ_BADI01000908.1	1	16	1	8066	0.607	0.607	1	16	1	8066	NA	NA	0	1	16	1	8066	0.607	0.0	12.5	0.0	31.2	6.2	50.0	0	dsDNAphage	linear	NZ_BADI01000908.1||full	0.607	dsDNAphage
NZ_BADI01000873.1	1	8	2	6757	1.0	1.0	1	8	2	6757	NA	NA	0	1	8	2	6757	1.0	0.0	12.5	0.0	87.5	0.0	0.0	7	dsDNAphage	linear	NZ_BADI01000873.1||full	1.0	dsDNAphage
NZ_BADI01000814.1	1	12	194	7588	0.813	0.813	1	12	194	7588	NA	NA	0	1	12	194	7588	0.813	0.0	8.3	0.0	33.3	0.0	58.3	0	dsDNAphage	linear	NZ_BADI01000814.1||full	0.813	dsDNAphage
NZ_BADI01000752.1	1	4	1	1163	0.933	0.933	1	4	1	1163	NA	NA	0	1	4	1	1163	0.933	0.0	0.0	0.0	50.0	0.0	50.0	2	dsDNAphage	linear	NZ_BADI01000752.1||full	0.933	dsDNAphage
NZ_BADI01000654.1	1	2	514	3086	0.813	0.813	1	2	514	3086	NA	NA	0	1	2	514	3086	0.813	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	NZ_BADI01000654.1||full	0.813	dsDNAphage
NZ_BADI01000625.1	1	11	31	8763	0.673	0.673	1	11	31	8763	NA	NA	0	1	11	31	8763	0.673	0.0	36.4	0.0	27.3	27.3	9.1	2	dsDNAphage	linear	NZ_BADI01000625.1||full	0.673	dsDNAphage
NZ_BADI01000622.1	1	10	1	4257	1.0	1.0	1	10	1	4257	NA	NA	0	1	10	1	4257	1.0	0.0	0.0	0.0	40.0	0.0	60.0	0	dsDNAphage	linear	NZ_BADI01000622.1||full	1.0	dsDNAphage
NZ_BADI01000621.1	1	5	300	3600	0.947	0.947	1	5	300	3600	NA	NA	0	1	5	300	3600	0.947	0.0	0.0	0.0	20.0	0.0	80.0	0	dsDNAphage	linear	NZ_BADI01000621.1||full	0.947	dsDNAphage
NZ_BADI01000580.1	1	3	2	1876	0.5	0.5	1	3	2	1876	NA	NA	0	1	3	2	1876	0.5	0.0	33.3	0.0	66.7	0.0	0.0	0	dsDNAphage	linear	NZ_BADI01000580.1||full	0.5	dsDNAphage
NZ_BADI01000579.1	1	7	174	4273	0.56	0.56	1	7	174	4273	NA	NA	0	1	7	174	4273	0.56	0.0	28.6	0.0	42.9	0.0	28.6	0	dsDNAphage	linear	NZ_BADI01000579.1||full	0.56	dsDNAphage
NZ_BADI01000405.1	1	4	2	1810	0.993	0.993	1	4	2	1810	NA	NA	0	1	4	2	1810	0.993	0.0	25.0	0.0	50.0	0.0	25.0	1	dsDNAphage	linear	NZ_BADI01000405.1||full	0.993	dsDNAphage
NZ_BADI01000381.1	1	4	3	4709	0.88	0.88	1	4	3	4709	NA	NA	0	1	4	3	4709	0.88	0.0	25.0	0.0	50.0	0.0	25.0	1	dsDNAphage	linear	NZ_BADI01000381.1||full	0.88	dsDNAphage
