seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
NZ_AGAF01000268.1	1	4	5	6890	0.68	0.68	1	4	5	6890	NA	NA	0	1	4	5	6890	0.68	0.0	0.0	0.0	75.0	25.0	0.0	0	dsDNAphage	linear	NZ_AGAF01000268.1||full	0.68	dsDNAphage
NZ_AGAF01000256.1	1	24	3	13773	0.647	0.647	1	24	3	13773	NA	NA	0	1	24	3	13773	0.647	0.0	29.2	0.0	37.5	0.0	33.3	0	dsDNAphage	linear	NZ_AGAF01000256.1||full	0.647	dsDNAphage
NZ_AGAF01000255.1	1	64	2	40103	0.993	1.0	1	64	2	40103	NA	NA	0	1	64	2	40103	0.993	0.0	1.6	0.0	46.9	3.1	48.4	6	dsDNAphage	linear	NZ_AGAF01000255.1||full	0.993	dsDNAphage
NZ_AGAF01000135.1	1	36	3	26660	1.0	1.0	1	36	3	26660	NA	NA	0	1	36	3	26660	1.0	0.0	5.6	0.0	63.9	0.0	30.6	9	dsDNAphage	linear	NZ_AGAF01000135.1||full	1.0	dsDNAphage
NZ_AGAF01000092.1	1	2	493	2357	0.927	0.927	1	2	493	2357	NA	NA	0	1	2	493	2357	0.927	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_AGAF01000092.1||full	0.927	ssDNA
NZ_AGAF01000090.1	1	17	239	10760	0.667	0.667	1	17	239	10760	NA	NA	0	1	17	239	10760	0.667	0.0	0.0	0.0	5.9	17.6	76.5	0	dsDNAphage	linear	NZ_AGAF01000090.1||full	0.667	dsDNAphage
NZ_AGAF01000082.1	1	3	86	3321	0.74	0.74	1	3	86	3321	NA	NA	0	1	3	86	3321	0.74	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NZ_AGAF01000082.1||full	0.74	ssDNA
NZ_AGAF01000072.1	1	20	40	13742	0.753	0.78	1	20	40	13742	NA	NA	0	1	20	40	13742	0.753	0.0	5.0	0.0	40.0	0.0	55.0	0	dsDNAphage	linear	NZ_AGAF01000072.1||full	0.753	dsDNAphage
NZ_AGAF01000057.1	1	2	71	1920	0.893	0.893	1	2	71	1920	NA	NA	0	1	2	71	1920	0.893	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_AGAF01000057.1||full	0.893	ssDNA
NZ_AGAF01000047.1	1	2	66	2479	0.913	0.913	1	2	66	2479	NA	NA	0	1	2	66	2479	0.913	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	NZ_AGAF01000047.1||full	0.913	dsDNAphage
NZ_AGAF01000276.1	1	20	2	23963	0.873	0.893	1	20	2	23963	0.873	0.96	1	1	31	2	38667	0.72	0.0	29.0	0.0	22.6	12.9	35.5	5	dsDNAphage	linear	NZ_AGAF01000276.1||0_partial	0.873	dsDNAphage
