seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
NZ_HE997514.1	1	2	15	340	0.96	0.96	1	2	15	340	NA	NA	0	1	2	15	340	0.96	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_HE997514.1||full	0.96	ssDNA
NZ_HE997502.1	1	2	4	577	0.953	0.953	1	2	4	577	NA	NA	0	1	2	4	577	0.953	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_HE997502.1||full	0.953	ssDNA
NZ_HE997491.1	1	2	1	718	0.98	0.98	1	2	1	718	NA	NA	0	1	2	1	718	0.98	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_HE997491.1||full	0.98	ssDNA
NZ_HE997490.1	1	3	3	662	0.807	0.807	1	3	3	662	NA	NA	0	1	3	3	662	0.807	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NZ_HE997490.1||full	0.807	ssDNA
NZ_HE997484.1	1	3	2	818	0.833	0.833	1	3	2	818	NA	NA	0	1	3	2	818	0.833	0.0	33.3	0.0	66.7	0.0	0.0	2	dsDNAphage	linear	NZ_HE997484.1||full	0.833	dsDNAphage
NZ_HE997483.1	1	3	1	817	0.84	0.84	1	3	1	817	NA	NA	0	1	3	1	817	0.84	0.0	33.3	0.0	66.7	0.0	0.0	2	dsDNAphage	linear	NZ_HE997483.1||full	0.84	dsDNAphage
NZ_HE997478.1	1	2	148	1010	1.0	1.0	1	2	148	1010	NA	NA	0	1	2	148	1010	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NZ_HE997478.1||full	1.0	ssDNA
NZ_HE997475.1	1	3	2	1092	0.853	0.853	1	3	2	1092	NA	NA	0	1	3	2	1092	0.853	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NZ_HE997475.1||full	0.853	ssDNA
NZ_HE997471.1	1	2	56	1256	1.0	1.0	1	2	56	1256	NA	NA	0	1	2	56	1256	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NZ_HE997471.1||full	1.0	ssDNA
NZ_HE997469.1	1	3	2	1145	0.853	0.853	1	3	2	1145	NA	NA	0	1	3	2	1145	0.853	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NZ_HE997469.1||full	0.853	ssDNA
NZ_HE997468.1	1	4	1	1377	0.867	0.867	1	4	1	1377	NA	NA	0	1	4	1	1377	0.867	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	NZ_HE997468.1||full	0.867	ssDNA
NZ_HE997466.1	1	3	2	1376	1.0	1.0	1	3	2	1376	NA	NA	0	1	3	2	1376	1.0	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NZ_HE997466.1||full	1.0	ssDNA
NZ_HE997464.1	1	4	110	2273	0.953	0.953	1	4	110	2273	NA	NA	0	1	4	110	2273	0.953	0.0	0.0	0.0	75.0	0.0	25.0	0	ssDNA	linear	NZ_HE997464.1||full	0.953	ssDNA
NZ_HE997463.1	1	3	3	2289	0.967	0.967	1	3	3	2289	NA	NA	0	1	3	3	2289	0.967	0.0	0.0	0.0	33.3	0.0	66.7	1	dsDNAphage	linear	NZ_HE997463.1||full	0.967	dsDNAphage
