seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
NZ_ADGX01000370.1	1	3	3	1205	0.967	0.967	1	3	3	1205	NA	NA	0	1	3	3	1205	0.967	0.0	0.0	0.0	66.7	0.0	33.3	1	dsDNAphage	linear	NZ_ADGX01000370.1||full	0.967	dsDNAphage
NZ_ADGX01000368.1	1	4	3	1238	0.753	0.753	1	4	3	1238	NA	NA	0	1	4	3	1238	0.753	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	NZ_ADGX01000368.1||full	0.753	dsDNAphage
NZ_ADGX01000365.1	1	2	68	1269	0.94	0.94	1	2	68	1269	NA	NA	0	1	2	68	1269	0.94	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NZ_ADGX01000365.1||full	0.94	ssDNA
NZ_ADGX01000342.1	1	3	9	2087	0.787	0.787	1	3	9	2087	NA	NA	0	1	3	9	2087	0.787	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NZ_ADGX01000342.1||full	0.787	ssDNA
NZ_ADGX01000325.1	1	5	1	2702	0.9	0.9	1	5	1	2702	NA	NA	0	1	5	1	2702	0.9	0.0	0.0	0.0	100.0	0.0	0.0	0	dsDNAphage	linear	NZ_ADGX01000325.1||full	0.9	dsDNAphage
NZ_ADGX01000323.1	2	4	517	2315	0.54	0.54	2	4	517	2315	NA	NA	0	2	4	517	2315	0.54	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	circular	NZ_ADGX01000323.1||full	0.54	dsDNAphage
NZ_ADGX01000312.1	1	7	3	3348	0.907	0.907	1	7	3	3348	NA	NA	0	1	7	3	3348	0.907	0.0	0.0	0.0	71.4	14.3	14.3	1	dsDNAphage	linear	NZ_ADGX01000312.1||full	0.907	dsDNAphage
NZ_ADGX01000298.1	1	6	3	4155	0.887	0.887	1	6	3	4155	NA	NA	0	1	6	3	4155	0.887	0.0	0.0	0.0	66.7	16.7	16.7	1	dsDNAphage	linear	NZ_ADGX01000298.1||full	0.887	dsDNAphage
NZ_ADGX01000295.1	1	8	2	4308	0.607	0.607	1	8	2	4308	NA	NA	0	1	8	2	4308	0.607	0.0	0.0	0.0	12.5	0.0	87.5	0	dsDNAphage	linear	NZ_ADGX01000295.1||full	0.607	dsDNAphage
NZ_ADGX01000291.1	1	6	1	4576	0.973	0.973	1	6	1	4576	NA	NA	0	1	6	1	4576	0.973	0.0	0.0	0.0	66.7	16.7	16.7	2	dsDNAphage	linear	NZ_ADGX01000291.1||full	0.973	dsDNAphage
