seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
NZ_KB892907.1||full	0.547	0.000	0.547	dsDNAphage	11859	0	23.500	11.800
NZ_KB892923.1||full	0.660	0.020	0.660	dsDNAphage	7432	0	22.200	0.000
NZ_KB892939.1||full	0.647	0.000	0.647	dsDNAphage	6048	0	30.000	10.000
NZ_KB892959.1||full	0.647	0.247	0.647	dsDNAphage	4932	0	14.300	0.000
NZ_KB892966.1||full	0.820	0.713	0.820	dsDNAphage	3764	0	28.600	0.000
NZ_KB892980.1||full	0.647	0.067	0.647	dsDNAphage	2911	0	25.000	0.000
NZ_KB892992.1||full	0.533	0.100	0.533	dsDNAphage	2306	0	33.300	0.000
NZ_KB892994.1||full	0.633	0.740	0.740	ssDNA	2152	0	100.000	0.000
NZ_KB892998.1||full	0.853	0.627	0.853	dsDNAphage	2015	0	50.000	0.000
NZ_KB893003.1||full	0.700	0.733	0.733	ssDNA	2120	0	25.000	0.000
NZ_KB893004.1||full	0.667	0.207	0.667	dsDNAphage	2105	0	33.300	16.700
NZ_KB893022.1||full	0.927	1.000	1.000	ssDNA	1445	0	66.700	0.000
NZ_KB893041.1||full	0.733	0.860	0.860	ssDNA	705	0	50.000	0.000
NZ_KB893043.1||full	0.540	0.600	0.600	ssDNA	914	0	50.000	0.000
NZ_KB893065.1||0_partial	0.893	0.000	0.893	dsDNAphage	30894	3	26.300	26.300
NZ_KB893076.1||0_partial	0.887	0.000	0.887	dsDNAphage	36559	4	21.200	21.200
