seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
NZ_AQXL01000096.1	1	32	1	22117	0.987	0.993	1	32	1	22117	NA	NA	0	1	32	1	22117	0.987	0.0	3.1	0.0	71.9	3.1	21.9	9	dsDNAphage	linear	NZ_AQXL01000096.1||full	0.987	dsDNAphage
NZ_AQXL01000078.1	1	11	3	11341	0.787	0.787	1	11	3	11341	NA	NA	0	1	11	3	11341	0.787	0.0	9.1	0.0	27.3	18.2	45.5	1	dsDNAphage	linear	NZ_AQXL01000078.1||full	0.787	dsDNAphage
NZ_AQXL01000056.1	1	3	2	5257	0.96	0.96	1	3	2	5257	NA	NA	0	1	3	2	5257	0.96	0.0	0.0	0.0	33.3	0.0	66.7	1	dsDNAphage	linear	NZ_AQXL01000056.1||full	0.96	dsDNAphage
NZ_AQXL01000053.1	1	4	3	4777	0.52	0.52	1	4	3	4777	NA	NA	0	1	4	3	4777	0.52	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	NZ_AQXL01000053.1||full	0.52	dsDNAphage
NZ_AQXL01000050.1	1	9	2	4245	0.753	0.753	1	9	2	4245	NA	NA	0	1	9	2	4245	0.753	0.0	0.0	0.0	22.2	0.0	77.8	0	dsDNAphage	linear	NZ_AQXL01000050.1||full	0.753	dsDNAphage
NZ_AQXL01000049.1	1	4	213	3690	0.733	0.733	1	4	213	3690	NA	NA	0	1	4	213	3690	0.733	0.0	0.0	0.0	75.0	0.0	25.0	0	ssDNA	linear	NZ_AQXL01000049.1||full	0.733	ssDNA
NZ_AQXL01000026.1	1	2	120	1685	0.993	0.993	1	2	120	1685	NA	NA	0	1	2	120	1685	0.993	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_AQXL01000026.1||full	0.993	ssDNA
NZ_AQXL01000018.1	1	2	304	985	0.967	0.967	1	2	304	985	NA	NA	0	1	2	304	985	0.967	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_AQXL01000018.1||full	0.967	ssDNA
NZ_AQXL01000010.1	1	2	2	1278	0.953	0.953	1	2	2	1278	NA	NA	0	1	2	2	1278	0.953	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_AQXL01000010.1||full	0.953	ssDNA
NZ_AQXL01000006.1	1	2	1	1154	0.86	0.86	1	2	1	1154	NA	NA	0	1	2	1	1154	0.86	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_AQXL01000006.1||full	0.86	ssDNA
NZ_AQXL01000105.1	36	49	32046	38880	0.907	0.907	36	49	32046	38880	0.907	0.907	1	1	49	1	38880	0.433	0.0	28.6	0.0	28.6	0.0	42.9	1	dsDNAphage	linear	NZ_AQXL01000105.1||0_partial	0.907	dsDNAphage
