seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
NZ_ABHJ01000525.1	1	3	2	1049	0.987	0.987	1	3	2	1049	NA	NA	0	1	3	2	1049	0.987	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	NZ_ABHJ01000525.1||full	0.987	dsDNAphage
NZ_ABHJ01000507.1	1	2	140	1085	0.967	0.967	1	2	140	1085	NA	NA	0	1	2	140	1085	0.967	0.0	0.0	0.0	50.0	0.0	50.0	1	dsDNAphage	linear	NZ_ABHJ01000507.1||full	0.967	dsDNAphage
NZ_ABHJ01000499.1	1	3	2	1105	0.707	0.707	1	3	2	1105	NA	NA	0	1	3	2	1105	0.707	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NZ_ABHJ01000499.1||full	0.707	ssDNA
NZ_ABHJ01000478.1	1	3	3	1056	0.827	0.827	1	3	3	1056	NA	NA	0	1	3	3	1056	0.827	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NZ_ABHJ01000478.1||full	0.827	ssDNA
NZ_ABHJ01000456.1	1	2	307	1184	0.893	0.893	1	2	307	1184	NA	NA	0	1	2	307	1184	0.893	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_ABHJ01000456.1||full	0.893	ssDNA
NZ_ABHJ01000450.1	1	3	1	1170	0.753	0.753	1	3	1	1170	NA	NA	0	1	3	1	1170	0.753	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NZ_ABHJ01000450.1||full	0.753	ssDNA
NZ_ABHJ01000408.1	1	2	3	1229	0.98	0.98	1	2	3	1229	NA	NA	0	1	2	3	1229	0.98	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_ABHJ01000408.1||full	0.98	ssDNA
NZ_ABHJ01000403.1	1	2	1	1219	0.967	0.967	1	2	1	1219	NA	NA	0	1	2	1	1219	0.967	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_ABHJ01000403.1||full	0.967	ssDNA
NZ_ABHJ01000390.1	1	3	3	1356	0.673	0.673	1	3	3	1356	NA	NA	0	1	3	3	1356	0.673	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NZ_ABHJ01000390.1||full	0.673	ssDNA
NZ_ABHJ01000380.1	1	2	489	1379	0.567	0.567	1	2	489	1379	NA	NA	0	1	2	489	1379	0.567	0.0	0.0	0.0	50.0	50.0	0.0	0	dsDNAphage	linear	NZ_ABHJ01000380.1||full	0.567	dsDNAphage
