seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
NZ_KB906013.1	1	2	1	1162	0.78	0.78	1	2	1	1162	NA	NA	0	1	2	1	1162	0.78	0.0	0.0	0.0	100.0	0.0	0.0	0	dsDNAphage	linear	NZ_KB906013.1||full	0.78	dsDNAphage
NZ_KB906010.1	1	3	1	1457	0.68	0.68	1	3	1	1457	NA	NA	0	1	3	1	1457	0.68	0.0	0.0	0.0	66.7	33.3	0.0	1	dsDNAphage	linear	NZ_KB906010.1||full	0.68	dsDNAphage
NZ_KB906009.1	1	3	1	1457	0.633	0.633	1	3	1	1457	NA	NA	0	1	3	1	1457	0.633	0.0	0.0	0.0	66.7	33.3	0.0	1	dsDNAphage	linear	NZ_KB906009.1||full	0.633	dsDNAphage
NZ_KB906004.1	1	4	3	1875	0.973	0.973	1	4	3	1875	NA	NA	0	1	4	3	1875	0.973	0.0	0.0	0.0	75.0	0.0	25.0	2	dsDNAphage	linear	NZ_KB906004.1||full	0.973	dsDNAphage
NZ_KB906000.1	1	4	3	2381	0.973	0.973	1	4	3	2381	NA	NA	0	1	4	3	2381	0.973	0.0	0.0	0.0	50.0	0.0	50.0	2	dsDNAphage	linear	NZ_KB906000.1||full	0.973	dsDNAphage
NZ_KB905996.1	1	7	3	4886	0.767	0.767	1	7	3	4886	NA	NA	0	1	7	3	4886	0.767	0.0	0.0	0.0	57.1	0.0	42.9	0	dsDNAphage	linear	NZ_KB905996.1||full	0.767	dsDNAphage
NZ_KB905994.1	1	10	1	5430	0.787	0.787	1	10	1	5430	NA	NA	0	1	10	1	5430	0.787	0.0	30.0	0.0	50.0	0.0	20.0	1	dsDNAphage	linear	NZ_KB905994.1||full	0.787	dsDNAphage
NZ_KB905988.1	1	13	3	7182	0.913	0.913	1	13	3	7182	NA	NA	0	1	13	3	7182	0.913	0.0	15.4	0.0	53.8	0.0	30.8	0	dsDNAphage	linear	NZ_KB905988.1||full	0.913	dsDNAphage
NZ_KB905987.1	1	12	1	7068	0.893	0.893	1	12	1	7068	NA	NA	0	1	12	1	7068	0.893	0.0	8.3	0.0	66.7	0.0	25.0	4	dsDNAphage	linear	NZ_KB905987.1||full	0.893	dsDNAphage
NZ_KB905983.1	1	11	2	9829	0.993	0.993	1	11	2	9829	NA	NA	0	1	11	2	9829	0.993	0.0	0.0	0.0	81.8	0.0	18.2	6	dsDNAphage	linear	NZ_KB905983.1||full	0.993	dsDNAphage
NZ_KB905977.1	1	16	2	12864	1.0	1.0	1	16	2	12864	NA	NA	0	1	16	2	12864	1.0	0.0	6.2	0.0	81.2	6.2	6.2	7	dsDNAphage	linear	NZ_KB905977.1||full	1.0	dsDNAphage
NZ_KB905965.1	1	21	1	30083	0.92	0.94	1	21	1	30083	NA	NA	0	1	21	1	30083	0.92	0.0	19.0	0.0	71.4	4.8	4.8	7	dsDNAphage	linear	NZ_KB905965.1||full	0.92	dsDNAphage
NZ_KB905957.1	1	57	281	38004	0.947	0.953	1	57	281	38004	NA	NA	0	1	57	281	38004	0.947	0.0	15.8	0.0	47.4	3.5	33.3	10	dsDNAphage	linear	NZ_KB905957.1||full	0.947	dsDNAphage
NZ_KB905950.1	1	65	1	54676	0.947	0.98	1	65	1	54676	NA	NA	0	1	65	1	54676	0.947	0.0	21.5	0.0	47.7	7.7	23.1	11	dsDNAphage	linear	NZ_KB905950.1||full	0.947	dsDNAphage
NZ_KB905949.1	1	23	2	29751	0.827	0.86	1	23	2	29751	0.827	0.9	1	1	49	2	56711	0.407	0.0	37.1	0.0	22.9	22.9	17.1	2	dsDNAphage	linear	NZ_KB905949.1||0_partial	0.827	dsDNAphage
NZ_KB905934.1	1	66	3	63312	0.913	0.927	1	66	3	63312	0.913	0.993	1	1	167	3	168152	0.547	0.0	33.3	0.0	34.6	20.5	11.5	4	dsDNAphage	linear	NZ_KB905934.1||0_partial	0.913	dsDNAphage
