seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
NZ_KB906323.1	1	2	40	1271	0.98	0.98	1	2	40	1271	NA	NA	0	1	2	40	1271	0.98	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NZ_KB906323.1||full	0.98	ssDNA
NZ_KB906319.1	1	2	170	1653	0.667	0.667	1	2	170	1653	NA	NA	0	1	2	170	1653	0.667	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_KB906319.1||full	0.667	ssDNA
NZ_KB906318.1	1	4	113	2041	0.633	0.633	1	4	113	2041	NA	NA	0	1	4	113	2041	0.633	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	NZ_KB906318.1||full	0.633	dsDNAphage
NZ_KB906316.1	1	3	1	2322	0.96	0.96	1	3	1	2322	NA	NA	0	1	3	1	2322	0.96	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NZ_KB906316.1||full	0.96	ssDNA
NZ_KB906314.1	1	3	1	2402	0.767	0.767	1	3	1	2402	NA	NA	0	1	3	1	2402	0.767	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	NZ_KB906314.1||full	0.767	dsDNAphage
NZ_KB906309.1	1	4	895	3656	0.833	0.833	1	4	895	3656	NA	NA	0	1	4	895	3656	0.833	0.0	0.0	0.0	75.0	0.0	25.0	0	dsDNAphage	linear	NZ_KB906309.1||full	0.833	dsDNAphage
NZ_KB906308.1	1	10	27	4228	0.72	0.72	1	10	27	4228	NA	NA	0	1	10	27	4228	0.72	0.0	0.0	0.0	30.0	0.0	70.0	0	dsDNAphage	linear	NZ_KB906308.1||full	0.72	dsDNAphage
NZ_KB906305.1	1	9	27	5001	0.667	0.667	1	9	27	5001	NA	NA	0	1	9	27	5001	0.667	0.0	0.0	0.0	22.2	0.0	77.8	0	dsDNAphage	linear	NZ_KB906305.1||full	0.667	dsDNAphage
NZ_KB906301.1	1	8	3	7082	0.967	0.967	1	8	3	7082	NA	NA	0	1	8	3	7082	0.967	0.0	0.0	0.0	50.0	12.5	37.5	2	dsDNAphage	linear	NZ_KB906301.1||full	0.967	dsDNAphage
NZ_KB906299.1	1	9	1	9776	0.82	0.82	1	9	1	9776	NA	NA	0	1	9	1	9776	0.82	0.0	11.1	0.0	44.4	11.1	33.3	2	dsDNAphage	linear	NZ_KB906299.1||full	0.82	dsDNAphage
NZ_KB906298.1	1	9	3	10063	0.973	0.973	1	9	3	10063	NA	NA	0	1	9	3	10063	0.973	0.0	0.0	0.0	77.8	22.2	0.0	3	dsDNAphage	linear	NZ_KB906298.1||full	0.973	dsDNAphage
NZ_KB906296.1	1	12	3	12733	0.987	0.987	1	12	3	12733	NA	NA	0	1	12	3	12733	0.987	0.0	0.0	0.0	66.7	16.7	16.7	3	dsDNAphage	linear	NZ_KB906296.1||full	0.987	dsDNAphage
NZ_KB906295.1	1	17	3	16946	0.78	0.78	1	17	3	16946	NA	NA	0	1	17	3	16946	0.78	0.0	12.5	0.0	31.2	0.0	56.2	1	dsDNAphage	linear	NZ_KB906295.1||full	0.78	dsDNAphage
NZ_KB906294.1	1	19	2	19223	0.96	0.96	1	19	2	19223	NA	NA	0	1	19	2	19223	0.96	0.0	5.3	0.0	52.6	21.1	21.1	4	dsDNAphage	linear	NZ_KB906294.1||full	0.96	dsDNAphage
NZ_KB906254.1	261	513	287712	480586	0.947	0.967	261	513	287712	480586	0.947	1.0	1	1	513	1	480586	0.653	0.0	12.6	0.0	39.5	11.9	36.0	22	dsDNAphage	linear	NZ_KB906254.1||0_partial	0.947	dsDNAphage
