seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
NW_914280.1||full	0.627	1.000	1.000	ssDNA	1364	0	100.000	0.000
NW_914291.1||full	0.900	0.940	0.940	ssDNA	1365	0	100.000	0.000
NW_915572.1||full	0.540	0.967	0.967	ssDNA	1562	0	50.000	0.000
NW_915616.1||full	0.873	0.960	0.960	ssDNA	1558	0	100.000	0.000
NW_915681.1||full	0.913	0.960	0.960	ssDNA	1560	0	100.000	0.000
NW_916400.1||full	0.553	0.900	0.900	ssDNA	1754	0	50.000	0.000
NW_916887.1||full	0.653	0.940	0.940	ssDNA	1949	0	50.000	0.000
NW_917353.1||full	0.660	0.953	0.953	ssDNA	2340	0	100.000	0.000
NW_001848942.1||full	0.713	1.000	1.000	ssDNA	2386	0	33.300	0.000
NW_001848970.1||full	0.867	0.960	0.960	ssDNA	3130	0	66.700	0.000
NW_001848995.1||full	0.733	0.927	0.927	ssDNA	4393	0	100.000	0.000
NW_001849073.1||full	0.933	0.773	0.933	dsDNAphage	9537	0	12.500	0.000
NW_892352.1||full	0.480	1.000	1.000	ssDNA	698	0	50.000	0.000
NW_893102.1||full	0.660	0.740	0.740	ssDNA	707	0	50.000	0.000
NW_893304.1||full	0.427	0.733	0.733	ssDNA	636	0	50.000	0.000
NW_893835.1||full	0.633	0.873	0.873	ssDNA	727	0	50.000	0.000
NW_894304.1||full	0.433	0.967	0.967	ssDNA	779	0	50.000	0.000
NW_894750.1||full	0.553	0.980	0.980	ssDNA	741	0	50.000	0.000
NW_895315.1||full	0.493	0.993	0.993	ssDNA	811	0	50.000	0.000
NW_897360.1||full	0.687	0.973	0.973	ssDNA	820	0	50.000	0.000
NW_897426.1||full	0.653	0.947	0.947	ssDNA	826	0	50.000	0.000
NW_897964.1||full	0.527	0.267	0.527	dsDNAphage	803	0	50.000	0.000
NW_900794.1||full	0.627	0.960	0.960	ssDNA	567	0	50.000	0.000
NW_901492.1||full	1.000	1.000	1.000	dsDNAphage	896	1	100.000	0.000
NW_902244.1||full	0.540	0.967	0.967	ssDNA	698	0	50.000	0.000
NW_902879.1||full	0.387	0.987	0.987	ssDNA	936	0	33.300	0.000
NW_903999.1||full	0.507	0.633	0.633	ssDNA	950	0	33.300	0.000
NW_904162.1||full	0.387	0.800	0.800	ssDNA	933	0	50.000	0.000
NW_904588.1||full	0.900	0.980	0.980	ssDNA	546	0	50.000	0.000
NW_904714.1||full	0.520	0.660	0.660	ssDNA	961	0	33.300	0.000
NW_905001.1||full	0.607	0.920	0.920	ssDNA	824	0	50.000	0.000
NW_905184.1||full	0.607	0.960	0.960	ssDNA	958	0	50.000	0.000
NW_905405.1||full	0.807	1.000	1.000	ssDNA	949	0	100.000	0.000
NW_905806.1||full	0.787	0.287	0.787	dsDNAphage	977	0	33.300	0.000
NW_907299.1||full	0.493	0.960	0.960	ssDNA	908	0	50.000	0.000
NW_907325.1||full	0.633	0.980	0.980	ssDNA	655	0	50.000	0.000
NW_909133.1||full	0.633	0.960	0.960	ssDNA	970	0	50.000	0.000
NW_909560.1||full	0.247	0.993	0.993	ssDNA	1037	0	50.000	0.000
NW_909763.1||full	0.767	1.000	1.000	ssDNA	955	0	50.000	0.000
NW_910670.1||full	0.467	0.660	0.660	ssDNA	1108	0	33.300	0.000
NW_910773.1||full	0.413	0.900	0.900	ssDNA	1080	0	50.000	0.000
NW_910804.1||full	0.427	0.947	0.947	ssDNA	1107	0	50.000	0.000
NW_910897.1||full	0.380	0.967	0.967	ssDNA	1078	0	50.000	0.000
NW_911052.1||full	0.653	0.980	0.980	ssDNA	898	0	50.000	0.000
NW_911461.1||full	0.627	0.927	0.927	ssDNA	937	0	50.000	0.000
NW_911645.1||full	0.740	1.000	1.000	ssDNA	1138	0	50.000	0.000
NW_911663.1||full	0.513	1.000	1.000	ssDNA	942	0	50.000	0.000
NW_912374.1||full	0.260	1.000	1.000	ssDNA	1158	0	50.000	0.000
NW_912508.1||full	0.680	0.960	0.960	ssDNA	1122	0	50.000	0.000
NW_912579.1||full	0.467	0.967	0.967	ssDNA	1116	0	50.000	0.000
NW_912581.1||full	0.633	1.000	1.000	ssDNA	1195	0	100.000	0.000
NW_912836.1||full	0.573	1.000	1.000	ssDNA	1072	0	50.000	0.000
NW_913267.1||full	0.673	0.960	0.960	ssDNA	1263	0	50.000	0.000
NW_913293.1||full	0.380	0.953	0.953	ssDNA	1275	0	33.300	0.000
NW_913580.1||full	0.880	0.893	0.893	ssDNA	1027	0	33.300	0.000
NW_913615.1||full	0.600	0.893	0.893	ssDNA	1182	0	50.000	0.000
NW_913740.1||full	0.400	0.907	0.907	ssDNA	1286	0	50.000	0.000
NW_913777.1||full	0.547	0.973	0.973	ssDNA	1306	0	50.000	0.000
NW_913879.1||full	0.433	0.907	0.907	ssDNA	1047	0	50.000	0.000
NW_913924.1||full	0.327	0.967	0.967	ssDNA	1324	0	50.000	0.000
NW_914048.1||full	0.393	0.707	0.707	ssDNA	1345	0	50.000	0.000
NW_914052.1||full	0.493	0.760	0.760	ssDNA	1249	0	50.000	0.000
NW_914096.1||full	0.900	0.933	0.933	ssDNA	1313	0	100.000	0.000
NW_914344.1||full	0.953	1.000	1.000	ssDNA	1383	0	100.000	0.000
NW_914715.1||full	0.380	0.947	0.947	ssDNA	1362	0	50.000	0.000
NW_914728.1||full	0.807	0.993	0.993	ssDNA	1410	0	100.000	0.000
NW_914754.1||full	0.887	0.953	0.953	ssDNA	1439	0	100.000	0.000
NW_914827.1||full	0.560	0.940	0.940	ssDNA	1229	0	50.000	0.000
NW_915111.1||full	0.433	0.893	0.893	ssDNA	1341	0	50.000	0.000
NW_915168.1||full	0.753	0.980	0.980	ssDNA	1482	0	50.000	0.000
NW_915275.1||full	0.960	0.980	0.980	ssDNA	1515	0	100.000	0.000
NW_915346.1||full	0.347	0.760	0.760	ssDNA	1301	0	50.000	0.000
NW_915511.1||full	0.593	0.993	0.993	ssDNA	1502	0	50.000	0.000
NW_915537.1||full	0.327	0.960	0.960	ssDNA	1081	0	50.000	0.000
NW_915550.1||full	0.667	0.900	0.900	ssDNA	1537	0	33.300	0.000
NW_915553.1||full	0.313	0.947	0.947	ssDNA	1567	0	50.000	0.000
NW_915590.1||full	0.440	0.920	0.920	ssDNA	1168	0	50.000	0.000
NW_915625.1||full	0.880	0.973	0.973	ssDNA	1580	0	33.300	0.000
NW_915631.1||full	0.420	0.967	0.967	ssDNA	1549	0	50.000	0.000
NW_915690.1||full	0.473	0.927	0.927	ssDNA	1124	0	50.000	0.000
NW_915715.1||full	0.927	0.947	0.947	ssDNA	1469	0	100.000	0.000
NW_915818.1||full	0.653	0.980	0.980	ssDNA	1611	0	50.000	0.000
NW_915859.1||full	0.353	0.947	0.947	ssDNA	1441	0	50.000	0.000
NW_915912.1||full	0.473	0.973	0.973	ssDNA	1634	0	50.000	0.000
NW_915914.1||full	0.473	0.927	0.927	ssDNA	876	0	50.000	0.000
NW_915998.1||full	0.573	0.773	0.773	ssDNA	1502	0	50.000	0.000
NW_916012.1||full	0.900	0.947	0.947	ssDNA	1423	0	100.000	0.000
NW_916028.1||full	0.680	1.000	1.000	ssDNA	1627	0	100.000	0.000
NW_916075.1||full	0.307	0.853	0.853	ssDNA	1672	0	50.000	0.000
NW_916097.1||full	0.920	0.960	0.960	ssDNA	1547	0	100.000	0.000
NW_916173.1||full	0.540	0.867	0.867	ssDNA	512	0	50.000	0.000
NW_916201.1||full	0.427	0.960	0.960	ssDNA	1335	0	50.000	0.000
NW_916233.1||full	0.507	1.000	1.000	ssDNA	1718	0	33.300	0.000
NW_916246.1||full	0.580	0.993	0.993	ssDNA	1693	0	100.000	0.000
NW_916256.1||full	0.547	0.947	0.947	ssDNA	1710	0	50.000	0.000
NW_916295.1||full	0.513	0.813	0.813	ssDNA	1626	0	50.000	0.000
NW_916314.1||full	0.227	0.913	0.913	ssDNA	1740	0	33.300	0.000
NW_916319.1||full	0.493	0.993	0.993	ssDNA	1448	0	50.000	0.000
NW_916371.1||full	0.260	0.880	0.880	ssDNA	1569	0	50.000	0.000
NW_916372.1||full	0.267	0.933	0.933	ssDNA	1014	0	50.000	0.000
NW_916373.1||full	0.747	0.327	0.747	dsDNAphage	1406	0	100.000	0.000
NW_916377.1||full	0.787	0.960	0.960	ssDNA	1756	0	100.000	0.000
NW_916382.1||full	0.613	0.953	0.953	ssDNA	1637	0	100.000	0.000
NW_916383.1||full	0.700	0.960	0.960	ssDNA	1484	0	100.000	0.000
NW_916428.1||full	0.847	0.960	0.960	ssDNA	1516	0	100.000	0.000
NW_916444.1||full	0.887	0.960	0.960	ssDNA	1598	0	100.000	0.000
NW_916498.1||full	0.720	0.653	0.720	dsDNAphage	1777	0	100.000	0.000
NW_916507.1||full	0.560	0.987	0.987	ssDNA	1140	0	50.000	0.000
NW_916524.1||full	0.787	0.993	0.993	ssDNA	1798	0	100.000	0.000
NW_916537.1||full	0.440	0.833	0.833	ssDNA	1637	0	50.000	0.000
NW_916574.1||full	0.420	0.927	0.927	ssDNA	1565	0	50.000	0.000
NW_916579.1||full	0.713	0.893	0.893	ssDNA	1793	0	100.000	0.000
NW_916604.1||full	0.767	0.967	0.967	ssDNA	1671	0	100.000	0.000
NW_916639.1||full	0.380	0.840	0.840	ssDNA	1663	0	50.000	0.000
NW_916681.1||full	0.820	0.960	0.960	ssDNA	1589	0	100.000	0.000
NW_916755.1||full	0.680	0.940	0.940	ssDNA	1697	0	100.000	0.000
NW_916756.1||full	0.853	0.953	0.953	ssDNA	1556	0	100.000	0.000
NW_916777.1||full	0.387	0.780	0.780	ssDNA	1889	0	50.000	0.000
