seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
NW_919435.1	1	9	104	9068	0.547	0.547	1	9	104	9068	NA	NA	0	1	9	104	9068	0.547	0.0	0.0	0.0	11.1	0.0	88.9	0	dsDNAphage	linear	NW_919435.1||full	0.547	dsDNAphage
NW_918731.1	1	4	3	5492	0.553	0.553	1	4	3	5492	NA	NA	0	1	4	3	5492	0.553	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	NW_918731.1||full	0.553	dsDNAphage
NW_918352.1	1	4	376	4143	0.853	0.853	1	4	376	4143	NA	NA	0	1	4	376	4143	0.853	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	NW_918352.1||full	0.853	dsDNAphage
NW_918336.1	1	5	1	4307	0.547	0.547	1	5	1	4307	NA	NA	0	1	5	1	4307	0.547	0.0	0.0	0.0	20.0	0.0	80.0	0	dsDNAphage	linear	NW_918336.1||full	0.547	dsDNAphage
NW_918328.1	1	2	8	4292	0.907	0.907	1	2	8	4292	NA	NA	0	1	2	8	4292	0.907	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NW_918328.1||full	0.907	ssDNA
NW_918241.1	1	2	66	4080	0.72	0.72	1	2	66	4080	NA	NA	0	1	2	66	4080	0.72	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NW_918241.1||full	0.72	ssDNA
NW_918217.1	1	3	1	4020	0.54	0.54	1	3	1	4020	NA	NA	0	1	3	1	4020	0.54	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NW_918217.1||full	0.54	ssDNA
NW_918154.1	1	6	2	3859	0.667	0.667	1	6	2	3859	NA	NA	0	1	6	2	3859	0.667	0.0	0.0	0.0	16.7	16.7	66.7	0	dsDNAphage	linear	NW_918154.1||full	0.667	dsDNAphage
NW_918118.1	1	7	25	3771	0.6	0.6	1	7	25	3771	NA	NA	0	1	7	25	3771	0.6	0.0	0.0	0.0	42.9	57.1	0.0	0	dsDNAphage	linear	NW_918118.1||full	0.6	dsDNAphage
NW_918079.1	1	3	788	3077	0.94	0.94	1	3	788	3077	NA	NA	0	1	3	788	3077	0.94	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NW_918079.1||full	0.94	ssDNA
NW_918074.1	1	3	2	3667	0.9	0.9	1	3	2	3667	NA	NA	0	1	3	2	3667	0.9	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NW_918074.1||full	0.9	ssDNA
NW_918047.1	1	3	2	3294	0.547	0.547	1	3	2	3294	NA	NA	0	1	3	2	3294	0.547	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NW_918047.1||full	0.547	ssDNA
NW_918041.1	1	2	40	3612	0.5	0.5	1	2	40	3612	NA	NA	0	1	2	40	3612	0.5	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NW_918041.1||full	0.5	ssDNA
NW_917930.1	1	3	3	3367	0.7	0.7	1	3	3	3367	NA	NA	0	1	3	3	3367	0.7	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NW_917930.1||full	0.7	ssDNA
NW_917803.1	1	2	222	3139	0.94	0.94	1	2	222	3139	NA	NA	0	1	2	222	3139	0.94	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NW_917803.1||full	0.94	ssDNA
