seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
NZ_BABS01000098.1||full	0.993	0.000	0.993	dsDNAphage	11562	1	46.700	6.700
NZ_BABS01000289.1||full	0.753	1.000	1.000	ssDNA	1139	0	100.000	0.000
NZ_BABS01000267.1||full	0.633	1.000	1.000	ssDNA	1609	0	100.000	0.000
NZ_BABS01000247.1||full	0.800	0.873	0.873	ssDNA	2028	0	33.300	0.000
NZ_BABS01000237.1||full	0.387	0.853	0.853	ssDNA	1539	0	50.000	0.000
NZ_BABS01000233.1||full	0.547	0.987	0.987	ssDNA	2054	0	100.000	0.000
NZ_BABS01000221.1||full	0.807	0.960	0.960	ssDNA	2709	0	50.000	0.000
NZ_BABS01000216.1||full	0.620	0.920	0.920	ssDNA	2636	0	66.700	0.000
NZ_BABS01000212.1||full	0.947	0.420	0.947	dsDNAphage	3077	0	12.500	0.000
NZ_BABS01000132.1||full	0.940	0.007	0.940	dsDNAphage	8484	2	33.300	26.700
NZ_BABS01000122.1||full	0.987	0.180	0.987	dsDNAphage	9468	5	63.600	0.000
NZ_BABS01000112.1||full	0.993	0.013	0.993	dsDNAphage	10616	6	60.000	6.700
NZ_BABS01000080.1||full	1.000	0.687	1.000	dsDNAphage	13613	6	72.200	0.000
NZ_BABS01000073.1||full	0.987	0.047	0.987	dsDNAphage	15080	2	42.900	0.000
NZ_BABS01000056.1||full	0.980	0.020	0.980	dsDNAphage	19768	7	60.000	12.000
NZ_BABS01000409.1||lt2gene	nan	nan	nan	dsDNAphage	361	1	100.000	0.000
NZ_BABS01000386.1||lt2gene	nan	nan	nan	dsDNAphage	402	1	100.000	0.000
NZ_BABS01000326.1||lt2gene	nan	nan	nan	dsDNAphage	693	1	100.000	0.000
NZ_BABS01000307.1||lt2gene	nan	nan	nan	dsDNAphage	925	1	50.000	0.000
