name	length	score	pvalue	qvalue
NZ_AKIF01000001.1 Alkalibacillus haloalkaliphilus C5 contig1, whole genome shotgun sequence	60240	0.249155377108307	0.190031530439001	0.0148166110832621
NZ_AKIF01000002.1 Alkalibacillus haloalkaliphilus C5 contig2, whole genome shotgun sequence	40713	0.334142491476599	0.146131457676449	0.014705790308253
NZ_AKIF01000003.1 Alkalibacillus haloalkaliphilus C5 contig3, whole genome shotgun sequence	40179	0.675155462978153	0.0506912442396313	0.014705790308253
NZ_AKIF01000004.1 Alkalibacillus haloalkaliphilus C5 contig4, whole genome shotgun sequence	39799	0.26802780598505	0.17948096046568	0.014722942852276
NZ_AKIF01000005.1 Alkalibacillus haloalkaliphilus C5 contig5, whole genome shotgun sequence	39064	0.152493271860087	0.266432209556148	0.0158960947020395
NZ_AKIF01000006.1 Alkalibacillus haloalkaliphilus C5 contig6, whole genome shotgun sequence	38928	0.516452499843131	0.0836769342711618	0.014705790308253
NZ_AKIF01000007.1 Alkalibacillus haloalkaliphilus C5 contig7, whole genome shotgun sequence	37898	0.196329988285074	0.227625515401407	0.0151281411837707
NZ_AKIF01000008.1 Alkalibacillus haloalkaliphilus C5 contig8, whole genome shotgun sequence	37535	0.129195140312293	0.292626728110599	0.0164076650940337
NZ_AKIF01000009.1 Alkalibacillus haloalkaliphilus C5 contig9, whole genome shotgun sequence	34160	0.421470597416277	0.112054329371817	0.014705790308253
NZ_AKIF01000010.1 Alkalibacillus haloalkaliphilus C5 contig10, whole genome shotgun sequence, ribosomal protein l10 leader region	33976	0.784705107352819	0.0308028134853262	0.014705790308253
NZ_AKIF01000011.1 Alkalibacillus haloalkaliphilus C5 contig11, whole genome shotgun sequence	32783	0.440142316277778	0.105869512490905	0.014705790308253
NZ_AKIF01000012.1 Alkalibacillus haloalkaliphilus C5 contig12, whole genome shotgun sequence	32158	0.40728008041943	0.117511520737327	0.014705790308253
NZ_AKIF01000013.1 Alkalibacillus haloalkaliphilus C5 contig13, whole genome shotgun sequence	28837	0.297876217934833	0.162988115449915	0.014705790308253
NZ_AKIF01000014.1 Alkalibacillus haloalkaliphilus C5 contig14, whole genome shotgun sequence	28834	0.153074479979165	0.265583313121513	0.0158960947020395
NZ_AKIF01000015.1 Alkalibacillus haloalkaliphilus C5 contig15, whole genome shotgun sequence	28729	0.275303284662805	0.176449187484841	0.014722942852276
NZ_AKIF01000016.1 Alkalibacillus haloalkaliphilus C5 contig16, whole genome shotgun sequence	28042	0.228040423949793	0.201794809604657	0.0150910293298409
NZ_AKIF01000017.1 Alkalibacillus haloalkaliphilus C5 contig17, whole genome shotgun sequence	27470	0.646901637115286	0.0565122483628426	0.014705790308253
NZ_AKIF01000018.1 Alkalibacillus haloalkaliphilus C5 contig18, whole genome shotgun sequence	27149	0.417232446143458	0.114237205918021	0.014705790308253
NZ_AKIF01000019.1 Alkalibacillus haloalkaliphilus C5 contig19, whole genome shotgun sequence	27109	0.59479503397424	0.0677904438515644	0.014705790308253
NZ_AKIF01000020.1 Alkalibacillus haloalkaliphilus C5 contig20, whole genome shotgun sequence, ribosomal protein l21 leader region	25707	0.396617727847607	0.121270919233568	0.014705790308253
NZ_AKIF01000021.1 Alkalibacillus haloalkaliphilus C5 contig21, whole genome shotgun sequence	25462	0.163239047623386	0.257579432452098	0.0158502674514043
NZ_AKIF01000022.1 Alkalibacillus haloalkaliphilus C5 contig22, whole genome shotgun sequence	23721	0.236368142523905	0.195973805481446	0.0149894851366277
NZ_AKIF01000023.1 Alkalibacillus haloalkaliphilus C5 contig23, whole genome shotgun sequence	23650	0.088605168796162	0.357021586223624	0.0184051067633434
NZ_AKIF01000024.1 Alkalibacillus haloalkaliphilus C5 contig24, whole genome shotgun sequence	23398	0.279251886122273	0.174508852777104	0.014722942852276
NZ_AKIF01000025.1 Alkalibacillus haloalkaliphilus C5 contig25, whole genome shotgun sequence	23050	0.467194009335748	0.0976230899830221	0.014705790308253
NZ_AKIF01000026.1 Alkalibacillus haloalkaliphilus C5 contig26, whole genome shotgun sequence	22436	0.642921561765575	0.0569973320397769	0.014705790308253
NZ_AKIF01000027.1 Alkalibacillus haloalkaliphilus C5 contig27, whole genome shotgun sequence	22077	0.662231957099386	0.0526315789473684	0.014705790308253
NZ_AKIF01000028.1 Alkalibacillus haloalkaliphilus C5 contig28, whole genome shotgun sequence	22039	0.378473452580045	0.127334465195246	0.014705790308253
NZ_AKIF01000029.1 Alkalibacillus haloalkaliphilus C5 contig29, whole genome shotgun sequence	21929	0.264714424576974	0.181542566092651	0.014722942852276
NZ_AKIF01000030.1 Alkalibacillus haloalkaliphilus C5 contig30, whole genome shotgun sequence	21772	0.246523466529724	0.191608052389037	0.0148166110832621
NZ_AKIF01000031.1 Alkalibacillus haloalkaliphilus C5 contig31, whole genome shotgun sequence	21723	0.420677617520348	0.112539413048751	0.014705790308253
