seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
NZ_AAMD01000464.1	1	3	3	1123	0.72	0.72	1	3	3	1123	NA	NA	0	1	3	3	1123	0.72	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	NZ_AAMD01000464.1||full	0.72	dsDNAphage
NZ_AAMD01000439.1	1	3	3	1368	0.62	0.62	1	3	3	1368	NA	NA	0	1	3	3	1368	0.62	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	NZ_AAMD01000439.1||full	0.62	dsDNAphage
NZ_AAMD01000399.1	1	3	2	1939	0.913	0.913	1	3	2	1939	NA	NA	0	1	3	2	1939	0.913	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	NZ_AAMD01000399.1||full	0.913	dsDNAphage
NZ_AAMD01000398.1	1	3	3	1942	0.607	0.607	1	3	3	1942	NA	NA	0	1	3	3	1942	0.607	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	NZ_AAMD01000398.1||full	0.607	ssDNA
NZ_AAMD01000396.1	1	2	760	2030	0.513	0.513	1	2	760	2030	NA	NA	0	1	2	760	2030	0.513	0.0	0.0	0.0	50.0	50.0	0.0	1	dsDNAphage	linear	NZ_AAMD01000396.1||full	0.513	dsDNAphage
NZ_AAMD01000393.1	1	2	1	1850	0.727	0.727	1	2	1	1850	NA	NA	0	1	2	1	1850	0.727	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	NZ_AAMD01000393.1||full	0.727	dsDNAphage
NZ_AAMD01000386.1	1	3	96	2215	0.847	0.847	1	3	96	2215	NA	NA	0	1	3	96	2215	0.847	0.0	0.0	0.0	33.3	33.3	33.3	1	dsDNAphage	linear	NZ_AAMD01000386.1||full	0.847	dsDNAphage
NZ_AAMD01000370.1	1	3	1	2588	0.7	0.7	1	3	1	2588	NA	NA	0	1	3	1	2588	0.7	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	NZ_AAMD01000370.1||full	0.7	dsDNAphage
NZ_AAMD01000271.1	1	8	1	8362	0.527	0.527	1	8	1	8362	NA	NA	0	1	8	1	8362	0.527	0.0	12.5	0.0	25.0	12.5	50.0	1	dsDNAphage	linear	NZ_AAMD01000271.1||full	0.527	dsDNAphage
NZ_AAMD01000219.1	1	17	3	13608	0.567	0.567	1	17	3	13608	NA	NA	0	1	17	3	13608	0.567	0.0	13.3	0.0	26.7	33.3	26.7	1	dsDNAphage	linear	NZ_AAMD01000219.1||full	0.567	dsDNAphage
NZ_AAMD01000216.1	1	17	1	13305	1.0	1.0	1	17	1	13305	NA	NA	0	1	17	1	13305	1.0	0.0	0.0	0.0	41.2	5.9	52.9	4	dsDNAphage	linear	NZ_AAMD01000216.1||full	1.0	dsDNAphage
NZ_AAMD01000156.1	1	31	7	21813	1.0	1.0	1	31	7	21813	NA	NA	0	1	31	7	21813	1.0	0.0	3.2	0.0	25.8	3.2	67.7	5	dsDNAphage	linear	NZ_AAMD01000156.1||full	1.0	dsDNAphage
NZ_AAMD01000151.1	1	16	397	22421	0.527	0.527	1	16	397	22421	NA	NA	0	1	16	397	22421	0.527	0.0	11.1	0.0	33.3	33.3	22.2	1	dsDNAphage	linear	NZ_AAMD01000151.1||full	0.527	dsDNAphage
NZ_AAMD01000108.1	1	29	3	30558	0.86	0.86	1	29	3	30558	NA	NA	0	1	29	3	30558	0.86	0.0	10.3	0.0	24.1	3.4	62.1	5	dsDNAphage	linear	NZ_AAMD01000108.1||full	0.86	dsDNAphage
NZ_AAMD01000065.1	1	49	3	44782	0.927	0.94	1	51	3	45760	NA	NA	0	1	51	3	45760	0.88	0.0	13.7	0.0	31.4	7.8	47.1	6	dsDNAphage	linear	NZ_AAMD01000065.1||full	0.927	dsDNAphage
NZ_AAMD01000029.1	10	54	8601	52748	0.9	0.947	10	54	8601	52748	0.9	0.98	1	1	69	2	68256	0.653	0.0	12.3	0.0	31.6	12.3	43.9	5	dsDNAphage	linear	NZ_AAMD01000029.1||0_partial	0.9	dsDNAphage
