seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
NZ_JH636464.1	1	6	710	5874	0.953	0.953	1	6	710	5874	NA	NA	0	1	6	710	5874	0.953	0.0	16.7	0.0	50.0	0.0	33.3	1	dsDNAphage	linear	NZ_JH636464.1||full	0.953	dsDNAphage
NZ_JH636461.1	1	18	2	12919	0.967	0.967	1	18	2	12919	NA	NA	0	1	18	2	12919	0.967	0.0	0.0	0.0	50.0	5.6	44.4	2	dsDNAphage	linear	NZ_JH636461.1||full	0.967	dsDNAphage
NZ_JH636458.1	2	27	1560	38041	0.833	0.833	1	28	2	38337	NA	NA	0	1	28	2	38337	0.707	0.0	23.1	0.0	23.1	7.7	46.2	3	dsDNAphage	linear	NZ_JH636458.1||full	0.833	dsDNAphage
NZ_JH636454.1	1	134	1	104682	0.96	0.973	1	134	1	104682	NA	NA	0	1	134	1	104682	0.96	0.0	5.2	0.0	33.6	3.0	58.2	12	dsDNAphage	linear	NZ_JH636454.1||full	0.96	dsDNAphage
NZ_AIAB01000516.1	1	8	1	2639	0.987	0.987	1	8	1	2639	NA	NA	0	1	8	1	2639	0.987	0.0	0.0	0.0	62.5	0.0	37.5	3	dsDNAphage	linear	NZ_AIAB01000516.1||full	0.987	dsDNAphage
NZ_AIAB01000509.1	1	8	145	4306	0.993	0.993	1	8	145	4306	NA	NA	0	1	8	145	4306	0.993	0.0	0.0	0.0	12.5	0.0	87.5	1	dsDNAphage	linear	NZ_AIAB01000509.1||full	0.993	dsDNAphage
NZ_JH636448.1	237	294	283524	320733	0.993	1.0	237	294	283524	320733	0.993	1.0	1	1	294	1	320733	0.52	0.0	5.2	0.0	32.8	1.7	60.3	9	dsDNAphage	linear	NZ_JH636448.1||0_partial	0.993	dsDNAphage
NZ_JH636446.1	39	147	22210	108680	0.947	0.98	39	155	22210	120818	0.907	1.0	1	1	462	808	415705	0.76	0.0	12.4	1.6	31.0	10.9	44.2	13	dsDNAphage	linear	NZ_JH636446.1||0_partial	0.947	dsDNAphage
NZ_JH636446.1	367	462	348877	415705	0.96	0.973	367	462	348877	415705	0.96	0.993	1	1	462	808	415705	0.76	0.0	2.1	0.0	40.6	2.1	55.2	12	dsDNAphage	linear	NZ_JH636446.1||1_partial	0.96	dsDNAphage
NZ_JH636444.1	171	237	226069	294785	0.927	0.967	171	237	226069	294785	0.927	1.0	1	1	536	151	661631	0.447	0.0	7.6	0.0	22.8	10.1	59.5	3	dsDNAphage	linear	NZ_JH636444.1||0_partial	0.927	dsDNAphage
NZ_JH636444.1	246	272	305040	338955	0.9	0.94	246	272	305040	338955	0.9	0.993	1	1	536	151	661631	0.447	0.0	17.9	2.6	28.2	2.6	48.7	1	dsDNAphage	linear	NZ_JH636444.1||1_partial	0.9	dsDNAphage
NZ_JH636442.1	585	739	744955	856323	0.953	0.96	585	739	744955	856323	0.953	1.0	1	1	739	2	856323	0.453	0.0	3.9	0.0	24.5	2.6	69.0	12	dsDNAphage	linear	NZ_JH636442.1||0_partial	0.953	dsDNAphage
NZ_JH636441.1	580	698	793455	884621	0.927	0.96	580	699	793455	885423	0.9	1.0	1	1	860	2	1077189	0.38	0.0	12.9	0.8	29.5	9.8	47.0	13	dsDNAphage	linear	NZ_JH636441.1||0_partial	0.927	dsDNAphage
NZ_JH636439.1	1676	1746	2103493	2147398	1.0	1.0	1676	1746	2103493	2147398	1.0	1.0	1	1	1746	1	2147398	0.373	0.0	4.2	0.0	47.9	0.0	47.9	12	dsDNAphage	linear	NZ_JH636439.1||0_partial	1.0	dsDNAphage
NZ_JH636439.1	1315	1368	1737920	1789682	0.94	0.98	1313	1369	1735222	1792136	0.893	0.953	1	1	1746	1	2147398	0.373	0.0	17.4	0.0	27.5	15.9	39.1	5	dsDNAphage	linear	NZ_JH636439.1||1_partial	0.94	dsDNAphage
NZ_JH636439.1	1512	1551	1943314	1981106	0.92	0.94	1512	1551	1943314	1981106	0.92	0.987	1	1	1746	1	2147398	0.373	0.0	9.6	1.9	25.0	17.3	46.2	6	dsDNAphage	linear	NZ_JH636439.1||2_partial	0.92	dsDNAphage
NZ_JH636439.1	151	167	206578	219469	0.873	0.873	151	167	206578	219469	0.873	0.927	1	1	1746	1	2147398	0.373	0.0	20.7	0.0	17.2	10.3	51.7	1	dsDNAphage	linear	NZ_JH636439.1||3_partial	0.873	dsDNAphage
