seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
NZ_CAGS01000730.1	1	3	3	2524	0.72	0.72	1	3	3	2524	NA	NA	0	1	3	3	2524	0.72	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	NZ_CAGS01000730.1||full	0.72	dsDNAphage
NZ_CAGS01000603.1	1	2	1	1175	0.927	0.927	1	2	1	1175	NA	NA	0	1	2	1	1175	0.927	0.0	0.0	0.0	100.0	0.0	0.0	0	dsDNAphage	linear	NZ_CAGS01000603.1||full	0.927	dsDNAphage
NZ_CAGS01000569.1	1	4	3	2469	0.68	0.68	1	4	3	2469	NA	NA	0	1	4	3	2469	0.68	0.0	0.0	0.0	25.0	0.0	75.0	0	dsDNAphage	linear	NZ_CAGS01000569.1||full	0.68	dsDNAphage
NZ_CAGS01000562.1	1	4	1	2226	0.707	0.707	1	4	1	2226	NA	NA	0	1	4	1	2226	0.707	0.0	0.0	0.0	25.0	0.0	75.0	0	ssDNA	linear	NZ_CAGS01000562.1||full	0.707	ssDNA
NZ_CAGS01000561.1	1	2	263	2540	0.647	0.647	1	2	263	2540	NA	NA	0	1	2	263	2540	0.647	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	NZ_CAGS01000561.1||full	0.647	dsDNAphage
NZ_CAGS01000549.1	1	3	52	3361	0.54	0.54	1	3	52	3361	NA	NA	0	1	3	52	3361	0.54	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	NZ_CAGS01000549.1||full	0.54	ssDNA
NZ_CAGS01000532.1	1	3	396	3370	0.613	0.613	1	3	396	3370	NA	NA	0	1	3	396	3370	0.613	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	NZ_CAGS01000532.1||full	0.613	dsDNAphage
NZ_CAGS01000479.1	1	12	1	18243	0.507	0.507	1	12	1	18243	NA	NA	0	1	12	1	18243	0.507	0.0	9.1	0.0	27.3	9.1	54.5	0	dsDNAphage	linear	NZ_CAGS01000479.1||full	0.507	dsDNAphage
NZ_CAGS01000475.1	1	3	3	1649	0.973	0.973	1	3	3	1649	NA	NA	0	1	3	3	1649	0.973	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NZ_CAGS01000475.1||full	0.973	ssDNA
NZ_CAGS01000437.1	1	21	1	12673	1.0	1.0	1	21	1	12673	NA	NA	0	1	21	1	12673	1.0	0.0	0.0	0.0	38.1	9.5	52.4	1	dsDNAphage	linear	NZ_CAGS01000437.1||full	1.0	dsDNAphage
NZ_CAGS01000433.1	1	8	3	2698	0.98	0.98	1	8	3	2698	NA	NA	0	1	8	3	2698	0.98	0.0	0.0	0.0	12.5	0.0	87.5	0	dsDNAphage	linear	NZ_CAGS01000433.1||full	0.98	dsDNAphage
NZ_CAGS01000432.1	1	16	51	8585	0.893	0.893	1	16	51	8585	NA	NA	0	1	16	51	8585	0.893	0.0	0.0	0.0	18.8	6.2	75.0	0	dsDNAphage	linear	NZ_CAGS01000432.1||full	0.893	dsDNAphage
NZ_CAGS01000255.1	1	20	3	15820	0.967	0.967	1	20	3	15820	NA	NA	0	1	20	3	15820	0.967	0.0	5.0	0.0	30.0	15.0	50.0	3	dsDNAphage	linear	NZ_CAGS01000255.1||full	0.967	dsDNAphage
NZ_CAGS01000171.1	1	36	2	27652	1.0	1.0	1	36	2	27652	NA	NA	0	1	36	2	27652	1.0	0.0	0.0	0.0	47.2	2.8	50.0	8	dsDNAphage	linear	NZ_CAGS01000171.1||full	1.0	dsDNAphage
NZ_CAGS01000170.1	1	22	46	10664	0.96	0.967	1	22	46	10664	NA	NA	0	1	22	46	10664	0.96	0.0	4.5	0.0	27.3	9.1	59.1	0	dsDNAphage	linear	NZ_CAGS01000170.1||full	0.96	dsDNAphage
NZ_CAGS01000154.1	1	3	55	5329	0.887	0.887	1	3	55	5329	NA	NA	0	1	3	55	5329	0.887	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	NZ_CAGS01000154.1||full	0.887	dsDNAphage
NZ_CAGS01000148.1	1	26	3	12392	0.913	0.927	1	26	3	12392	NA	NA	0	1	26	3	12392	0.913	0.0	0.0	0.0	34.6	0.0	65.4	0	dsDNAphage	linear	NZ_CAGS01000148.1||full	0.913	dsDNAphage
NZ_CAGS01000115.1	1	3	213	2005	0.92	0.92	1	3	213	2005	NA	NA	0	1	3	213	2005	0.92	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	NZ_CAGS01000115.1||full	0.92	ssDNA
