seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
NZ_ABEA03000173.1	1	81	1	78703	0.96	0.987	1	81	1	78703	NA	NA	0	1	81	1	78703	0.96	0.0	11.1	0.0	30.9	4.9	53.1	5	dsDNAphage	linear	NZ_ABEA03000173.1||full	0.96	dsDNAphage
NZ_ABEA03000161.1	8	98	8356	98880	0.893	0.94	1	98	144	98880	NA	NA	0	1	98	144	98880	0.853	0.0	11.2	0.0	18.4	11.2	59.2	3	dsDNAphage	linear	NZ_ABEA03000161.1||full	0.893	dsDNAphage
NZ_ABEA03000159.1	1	5	534	6041	0.64	0.64	1	5	534	6041	NA	NA	0	1	5	534	6041	0.64	0.0	0.0	0.0	60.0	20.0	20.0	0	dsDNAphage	linear	NZ_ABEA03000159.1||full	0.64	dsDNAphage
NZ_ABEA03000148.1	1	2	230	1089	0.96	0.96	1	2	230	1089	NA	NA	0	1	2	230	1089	0.96	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_ABEA03000148.1||full	0.96	ssDNA
NZ_ABEA03000142.1	1	2	57	646	0.653	0.653	1	2	57	646	NA	NA	0	1	2	57	646	0.653	0.0	0.0	0.0	50.0	0.0	50.0	0	dsDNAphage	linear	NZ_ABEA03000142.1||full	0.653	dsDNAphage
NZ_ABEA03000120.1	1	98	46	84771	0.907	0.953	1	100	46	87601	NA	NA	0	1	100	46	87601	0.9	0.0	16.0	0.0	27.0	10.0	47.0	4	dsDNAphage	linear	NZ_ABEA03000120.1||full	0.907	dsDNAphage
NZ_ABEA03000188.1	9	47	10171	36589	0.993	0.993	8	48	8617	37208	0.927	0.987	1	1	126	3	116519	0.553	0.0	7.5	0.0	13.2	7.5	71.7	3	dsDNAphage	linear	NZ_ABEA03000188.1||0_partial	0.993	dsDNAphage
NZ_ABEA03000188.1	51	88	41000	64429	0.947	0.993	49	88	37275	64429	0.86	0.933	1	1	126	3	116519	0.553	0.0	13.5	0.0	7.7	13.5	65.4	2	dsDNAphage	linear	NZ_ABEA03000188.1||1_partial	0.947	dsDNAphage
NZ_ABEA03000174.1	17	53	19157	45245	0.96	0.993	16	53	18126	45245	0.92	1.0	1	1	101	3	107208	0.32	0.0	18.0	0.0	10.0	14.0	58.0	2	dsDNAphage	linear	NZ_ABEA03000174.1||0_partial	0.96	dsDNAphage
NZ_ABEA03000126.1	4	100	3643	113832	0.913	0.927	4	100	3643	113832	0.913	1.0	1	1	116	2	136746	0.673	0.0	21.1	0.0	22.0	12.8	44.0	2	dsDNAphage	linear	NZ_ABEA03000126.1||0_partial	0.913	dsDNAphage
NZ_ABEA03000110.1	37	67	36213	61796	0.967	0.98	37	67	36213	61796	0.967	0.993	1	1	67	55	61796	0.727	0.0	12.9	0.0	25.8	6.5	54.8	4	dsDNAphage	linear	NZ_ABEA03000110.1||0_partial	0.967	dsDNAphage
NZ_ABEA03000094.1	67	109	63603	98892	0.947	0.96	64	109	61961	98892	0.907	0.987	1	1	178	1	182573	0.267	0.0	19.0	0.0	13.8	12.1	55.2	4	dsDNAphage	linear	NZ_ABEA03000094.1||0_partial	0.947	dsDNAphage
NZ_ABEA03000019.1	17	77	19697	75950	0.9	0.94	17	77	19697	75950	0.9	1.0	1	1	95	2	93594	0.447	0.0	19.2	2.7	17.8	11.0	49.3	4	dsDNAphage	linear	NZ_ABEA03000019.1||0_partial	0.9	dsDNAphage
NZ_ABEA03000008.1	11	53	9343	35072	0.973	1.0	11	55	9343	37761	0.913	0.993	1	1	59	3	42606	0.687	0.0	6.1	0.0	10.2	10.2	73.5	2	dsDNAphage	linear	NZ_ABEA03000008.1||0_partial	0.973	dsDNAphage
NZ_ABEA03000006.1	25	63	23133	51825	0.933	0.96	25	64	23133	53057	0.9	0.987	1	1	73	1	67551	0.353	0.0	8.2	0.0	14.3	12.2	65.3	1	dsDNAphage	linear	NZ_ABEA03000006.1||0_partial	0.933	dsDNAphage
