seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
NZ_GG668175.1	1	3	1	1275	0.98	0.98	1	3	1	1275	NA	NA	0	1	3	1	1275	0.98	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NZ_GG668175.1||full	0.98	ssDNA
NZ_GG668159.1	1	3	3	850	1.0	1.0	1	3	3	850	NA	NA	0	1	3	3	850	1.0	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	NZ_GG668159.1||full	1.0	ssDNA
NZ_GG668101.1	1	3	3	1242	1.0	1.0	1	3	3	1242	NA	NA	0	1	3	3	1242	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NZ_GG668101.1||full	1.0	ssDNA
NZ_GG668094.1	1	3	162	1174	1.0	1.0	1	3	162	1174	NA	NA	0	1	3	162	1174	1.0	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	NZ_GG668094.1||full	1.0	ssDNA
NZ_GG668088.1	1	3	248	1063	0.68	0.68	1	3	248	1063	NA	NA	0	1	3	248	1063	0.68	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NZ_GG668088.1||full	0.68	ssDNA
NZ_GG668085.1	1	3	2	1249	1.0	1.0	1	3	2	1249	NA	NA	0	1	3	2	1249	1.0	0.0	0.0	0.0	33.3	0.0	66.7	1	dsDNAphage	linear	NZ_GG668085.1||full	1.0	dsDNAphage
NZ_GG668071.1	1	3	38	1043	0.993	0.993	1	3	38	1043	NA	NA	0	1	3	38	1043	0.993	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NZ_GG668071.1||full	0.993	ssDNA
NZ_GG668051.1	1	3	18	1241	1.0	1.0	1	3	18	1241	NA	NA	0	1	3	18	1241	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NZ_GG668051.1||full	1.0	ssDNA
NZ_GG668047.1	1	3	3	1263	0.987	0.987	1	3	3	1263	NA	NA	0	1	3	3	1263	0.987	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	NZ_GG668047.1||full	0.987	ssDNA
NZ_GG668041.1	1	4	3	1203	0.987	0.987	1	4	3	1203	NA	NA	0	1	4	3	1203	0.987	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_GG668041.1||full	0.987	ssDNA
NZ_GG668031.1	1	2	374	1432	1.0	1.0	1	2	374	1432	NA	NA	0	1	2	374	1432	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NZ_GG668031.1||full	1.0	ssDNA
NZ_GG667990.1	1	3	1	1085	0.967	0.967	1	3	1	1085	NA	NA	0	1	3	1	1085	0.967	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NZ_GG667990.1||full	0.967	ssDNA
NZ_GG667976.1	1	3	3	1735	1.0	1.0	1	3	3	1735	NA	NA	0	1	3	3	1735	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NZ_GG667976.1||full	1.0	ssDNA
NZ_GG667938.1	1	7	3	3829	0.953	0.953	1	7	3	3829	NA	NA	0	1	7	3	3829	0.953	0.0	0.0	0.0	85.7	0.0	14.3	2	dsDNAphage	linear	NZ_GG667938.1||full	0.953	dsDNAphage
NZ_GG667906.1	1	5	3	3015	0.64	0.64	1	5	3	3015	NA	NA	0	1	5	3	3015	0.64	0.0	0.0	0.0	40.0	40.0	20.0	0	dsDNAphage	linear	NZ_GG667906.1||full	0.64	dsDNAphage
NZ_GG667883.1	1	4	188	3673	0.947	0.947	1	4	188	3673	NA	NA	0	1	4	188	3673	0.947	0.0	25.0	0.0	50.0	0.0	25.0	2	dsDNAphage	linear	NZ_GG667883.1||full	0.947	dsDNAphage
NZ_GG667880.1	1	5	2	3624	0.893	0.893	1	5	2	3624	NA	NA	0	1	5	2	3624	0.893	0.0	0.0	0.0	80.0	0.0	20.0	0	dsDNAphage	linear	NZ_GG667880.1||full	0.893	dsDNAphage
NZ_GG667857.1	1	7	1	3405	1.0	1.0	1	7	1	3405	NA	NA	0	1	7	1	3405	1.0	0.0	0.0	0.0	100.0	0.0	0.0	3	dsDNAphage	linear	NZ_GG667857.1||full	1.0	dsDNAphage
NZ_GG667840.1	1	12	1	6645	0.907	0.907	1	12	1	6645	NA	NA	0	1	12	1	6645	0.907	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	NZ_GG667840.1||full	0.907	dsDNAphage
NZ_GG667770.1	1	16	1	6980	1.0	1.0	1	16	1	6980	NA	NA	0	1	16	1	6980	1.0	0.0	0.0	0.0	75.0	0.0	25.0	1	dsDNAphage	linear	NZ_GG667770.1||full	1.0	dsDNAphage
NZ_GG667751.1	1	15	1	10983	1.0	1.0	1	15	1	10983	NA	NA	0	1	15	1	10983	1.0	0.0	0.0	0.0	40.0	0.0	60.0	1	dsDNAphage	linear	NZ_GG667751.1||full	1.0	dsDNAphage
NZ_GG667737.1	1	21	3	18738	0.513	0.513	1	21	3	18738	NA	NA	0	1	21	3	18738	0.513	0.0	21.4	0.0	28.6	14.3	35.7	1	dsDNAphage	linear	NZ_GG667737.1||full	0.513	dsDNAphage
NZ_GG667733.1	1	22	3	15153	0.78	0.793	1	22	3	15153	NA	NA	0	1	22	3	15153	0.78	0.0	0.0	0.0	45.5	4.5	50.0	0	dsDNAphage	linear	NZ_GG667733.1||full	0.78	dsDNAphage
NZ_GG667732.1	1	25	2	17067	0.967	0.967	1	25	2	17067	NA	NA	0	1	25	2	17067	0.967	0.0	8.0	0.0	60.0	0.0	32.0	6	dsDNAphage	linear	NZ_GG667732.1||full	0.967	dsDNAphage
NZ_GG667708.1	1	29	3	27436	0.967	0.967	1	29	3	27436	NA	NA	0	1	29	3	27436	0.967	0.0	0.0	0.0	79.3	0.0	20.7	11	dsDNAphage	linear	NZ_GG667708.1||full	0.967	dsDNAphage
NZ_GG667672.1	1	28	534	18937	0.993	1.0	1	28	534	18937	NA	NA	0	1	28	534	18937	0.993	0.0	3.6	0.0	75.0	0.0	21.4	9	dsDNAphage	linear	NZ_GG667672.1||full	0.993	dsDNAphage
NZ_GG667668.1	1	36	3	29889	0.96	0.967	1	36	3	29889	NA	NA	0	1	36	3	29889	0.96	0.0	0.0	0.0	83.3	2.8	13.9	6	dsDNAphage	linear	NZ_GG667668.1||full	0.96	dsDNAphage
