seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
NZ_ADSJ01001222.1	1	4	3	1536	0.987	0.987	1	4	3	1536	NA	NA	0	1	4	3	1536	0.987	0.0	25.0	0.0	75.0	0.0	0.0	3	dsDNAphage	linear	NZ_ADSJ01001222.1||full	0.987	dsDNAphage
NZ_ADSJ01001200.1	1	8	334	3394	0.773	0.773	1	8	334	3394	NA	NA	0	1	8	334	3394	0.773	0.0	0.0	0.0	75.0	0.0	25.0	0	ssDNA	linear	NZ_ADSJ01001200.1||full	0.773	ssDNA
NZ_ADSJ01001187.1	1	31	114	23007	1.0	1.0	1	31	114	23007	NA	NA	0	1	31	114	23007	1.0	0.0	6.5	0.0	64.5	0.0	29.0	7	dsDNAphage	linear	NZ_ADSJ01001187.1||full	1.0	dsDNAphage
NZ_ADSJ01001123.1	1	15	56	11109	0.98	0.98	1	15	56	11109	NA	NA	0	1	15	56	11109	0.98	0.0	6.7	0.0	60.0	0.0	33.3	4	dsDNAphage	linear	NZ_ADSJ01001123.1||full	0.98	dsDNAphage
NZ_ADSJ01001055.1	1	3	1	4411	0.633	0.633	1	3	1	4411	NA	NA	0	1	3	1	4411	0.633	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	NZ_ADSJ01001055.1||full	0.633	ssDNA
NZ_ADSJ01000996.1	1	2	256	1047	0.587	0.587	1	2	256	1047	NA	NA	0	1	2	256	1047	0.587	0.0	0.0	0.0	50.0	50.0	0.0	0	dsDNAphage	linear	NZ_ADSJ01000996.1||full	0.587	dsDNAphage
NZ_ADSJ01000972.1	1	2	170	2298	0.953	0.953	1	2	170	2298	NA	NA	0	1	2	170	2298	0.953	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NZ_ADSJ01000972.1||full	0.953	ssDNA
NZ_ADSJ01000966.1	1	2	1	1227	0.927	0.927	1	2	1	1227	NA	NA	0	1	2	1	1227	0.927	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_ADSJ01000966.1||full	0.927	ssDNA
NZ_ADSJ01000956.1	1	3	260	1947	0.98	0.98	1	3	260	1947	NA	NA	0	1	3	260	1947	0.98	0.0	0.0	0.0	66.7	0.0	33.3	0	ssDNA	linear	NZ_ADSJ01000956.1||full	0.98	ssDNA
NZ_ADSJ01000938.1	1	3	1	4143	0.68	0.68	1	3	1	4143	NA	NA	0	1	3	1	4143	0.68	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	NZ_ADSJ01000938.1||full	0.68	dsDNAphage
NZ_ADSJ01000908.1	1	16	125	8594	0.667	0.667	1	16	125	8594	NA	NA	0	1	16	125	8594	0.667	0.0	25.0	0.0	37.5	12.5	25.0	0	dsDNAphage	linear	NZ_ADSJ01000908.1||full	0.667	dsDNAphage
NZ_ADSJ01000848.1	1	2	34	1321	1.0	1.0	1	2	34	1321	NA	NA	0	1	2	34	1321	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NZ_ADSJ01000848.1||full	1.0	ssDNA
NZ_ADSJ01000768.1	1	9	1	11461	0.973	0.973	1	9	1	11461	NA	NA	0	1	9	1	11461	0.973	0.0	22.2	0.0	55.6	11.1	11.1	5	dsDNAphage	linear	NZ_ADSJ01000768.1||full	0.973	dsDNAphage
NZ_ADSJ01000746.1	1	5	17	2388	0.873	0.873	1	5	17	2388	NA	NA	0	1	5	17	2388	0.873	0.0	40.0	0.0	40.0	20.0	0.0	2	dsDNAphage	linear	NZ_ADSJ01000746.1||full	0.873	dsDNAphage
NZ_ADSJ01000707.1	1	2	760	2627	0.987	0.987	1	2	760	2627	NA	NA	0	1	2	760	2627	0.987	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NZ_ADSJ01000707.1||full	0.987	ssDNA
NZ_ADSJ01000619.1	1	4	1	5359	1.0	1.0	1	4	1	5359	NA	NA	0	1	4	1	5359	1.0	0.0	0.0	0.0	100.0	0.0	0.0	3	dsDNAphage	linear	NZ_ADSJ01000619.1||full	1.0	dsDNAphage
NZ_ADSJ01000485.1	1	2	409	1332	0.973	0.973	1	2	409	1332	NA	NA	0	1	2	409	1332	0.973	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_ADSJ01000485.1||full	0.973	ssDNA
NZ_ADSJ01000352.1	1	2	3	1085	0.52	0.52	1	2	3	1085	NA	NA	0	1	2	3	1085	0.52	0.0	0.0	0.0	50.0	50.0	0.0	0	dsDNAphage	linear	NZ_ADSJ01000352.1||full	0.52	dsDNAphage
NZ_ADSJ01000337.1	1	3	81	3087	0.747	0.747	1	3	81	3087	NA	NA	0	1	3	81	3087	0.747	0.0	0.0	0.0	100.0	0.0	0.0	0	dsDNAphage	linear	NZ_ADSJ01000337.1||full	0.747	dsDNAphage
NZ_ADSJ01000325.1	1	9	3	4481	1.0	1.0	1	9	3	4481	NA	NA	0	1	9	3	4481	1.0	0.0	0.0	0.0	55.6	11.1	33.3	5	dsDNAphage	linear	NZ_ADSJ01000325.1||full	1.0	dsDNAphage
NZ_ADSJ01000324.1	1	2	3	3233	0.54	0.54	1	2	3	3233	NA	NA	0	1	2	3	3233	0.54	0.0	0.0	0.0	50.0	50.0	0.0	0	dsDNAphage	linear	NZ_ADSJ01000324.1||full	0.54	dsDNAphage
NZ_ADSJ01000317.1	1	2	1	1694	0.993	0.993	1	2	1	1694	NA	NA	0	1	2	1	1694	0.993	0.0	0.0	0.0	100.0	0.0	0.0	2	dsDNAphage	linear	NZ_ADSJ01000317.1||full	0.993	dsDNAphage
NZ_ADSJ01000312.1	1	2	3	803	0.96	0.96	1	2	3	803	NA	NA	0	1	2	3	803	0.96	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_ADSJ01000312.1||full	0.96	ssDNA
NZ_ADSJ01000209.1	1	2	733	2036	0.86	0.86	1	2	733	2036	NA	NA	0	1	2	733	2036	0.86	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_ADSJ01000209.1||full	0.86	ssDNA
NZ_ADSJ01000174.1	1	2	441	2482	0.88	0.88	1	2	441	2482	NA	NA	0	1	2	441	2482	0.88	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_ADSJ01000174.1||full	0.88	ssDNA
NZ_ADSJ01000134.1	1	3	82	3095	1.0	1.0	1	3	82	3095	NA	NA	0	1	3	82	3095	1.0	0.0	0.0	0.0	100.0	0.0	0.0	3	dsDNAphage	linear	NZ_ADSJ01000134.1||full	1.0	dsDNAphage
NZ_ADSJ01000132.1	1	2	2	702	0.993	0.993	1	2	2	702	NA	NA	0	1	2	2	702	0.993	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_ADSJ01000132.1||full	0.993	ssDNA
NZ_ADSJ01000064.1	1	4	116	2873	0.96	0.96	1	4	116	2873	NA	NA	0	1	4	116	2873	0.96	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_ADSJ01000064.1||full	0.96	ssDNA
NZ_ADSJ01000028.1	1	4	1	2644	0.94	0.94	1	4	1	2644	NA	NA	0	1	4	1	2644	0.94	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_ADSJ01000028.1||full	0.94	ssDNA
