seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
NZ_ADSJ01001222.1||full	0.987	0.253	0.987	dsDNAphage	1534	3	75.000	25.000
NZ_ADSJ01001200.1||full	0.680	0.773	0.773	ssDNA	3061	0	75.000	0.000
NZ_ADSJ01001187.1||full	1.000	0.007	1.000	dsDNAphage	22894	7	64.500	6.500
NZ_ADSJ01001123.1||full	0.980	0.020	0.980	dsDNAphage	11054	4	60.000	6.700
NZ_ADSJ01001055.1||full	0.487	0.633	0.633	ssDNA	4411	0	66.700	0.000
NZ_ADSJ01000996.1||full	0.587	0.173	0.587	dsDNAphage	792	0	50.000	0.000
NZ_ADSJ01000972.1||full	0.807	0.953	0.953	ssDNA	2129	0	100.000	0.000
NZ_ADSJ01000966.1||full	0.320	0.927	0.927	ssDNA	1227	0	50.000	0.000
NZ_ADSJ01000956.1||full	0.460	0.980	0.980	ssDNA	1688	0	66.700	0.000
NZ_ADSJ01000938.1||full	0.680	0.407	0.680	dsDNAphage	4143	0	66.700	0.000
NZ_ADSJ01000908.1||full	0.667	0.000	0.667	dsDNAphage	8470	0	37.500	25.000
NZ_ADSJ01000848.1||full	0.980	1.000	1.000	ssDNA	1288	0	100.000	0.000
NZ_ADSJ01000768.1||full	0.973	0.013	0.973	dsDNAphage	11461	5	55.600	22.200
NZ_ADSJ01000746.1||full	0.873	0.033	0.873	dsDNAphage	2372	2	40.000	40.000
NZ_ADSJ01000707.1||full	0.587	0.987	0.987	ssDNA	1868	0	100.000	0.000
NZ_ADSJ01000619.1||full	1.000	0.727	1.000	dsDNAphage	5359	3	100.000	0.000
NZ_ADSJ01000485.1||full	0.407	0.973	0.973	ssDNA	924	0	50.000	0.000
NZ_ADSJ01000352.1||full	0.520	0.267	0.520	dsDNAphage	1083	0	50.000	0.000
NZ_ADSJ01000337.1||full	0.747	0.647	0.747	dsDNAphage	3007	0	100.000	0.000
NZ_ADSJ01000325.1||full	1.000	0.113	1.000	dsDNAphage	4479	5	55.600	0.000
NZ_ADSJ01000324.1||full	0.540	0.147	0.540	dsDNAphage	3231	0	50.000	0.000
NZ_ADSJ01000317.1||full	0.993	0.993	0.993	dsDNAphage	1694	2	100.000	0.000
NZ_ADSJ01000312.1||full	0.593	0.960	0.960	ssDNA	801	0	50.000	0.000
NZ_ADSJ01000209.1||full	0.293	0.860	0.860	ssDNA	1304	0	50.000	0.000
NZ_ADSJ01000174.1||full	0.333	0.880	0.880	ssDNA	2042	0	50.000	0.000
NZ_ADSJ01000134.1||full	1.000	0.660	1.000	dsDNAphage	3014	3	100.000	0.000
NZ_ADSJ01000132.1||full	0.693	0.993	0.993	ssDNA	701	0	50.000	0.000
NZ_ADSJ01000064.1||full	0.813	0.960	0.960	ssDNA	2758	0	50.000	0.000
NZ_ADSJ01000028.1||full	0.627	0.940	0.940	ssDNA	2644	0	50.000	0.000
NZ_ADSJ01000576.1||lt2gene	nan	nan	nan	dsDNAphage	1615	1	50.000	0.000
NZ_ADSJ01000543.1||lt2gene	nan	nan	nan	dsDNAphage	942	1	100.000	0.000
NZ_ADSJ01000042.1||lt2gene	nan	nan	nan	dsDNAphage	1360	2	100.000	0.000
NZ_ADSJ01000007.1||lt2gene	nan	nan	nan	dsDNAphage	961	1	100.000	0.000
