seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
NZ_ALWB01000428.1	1	2	2	617	0.813	0.813	1	2	2	617	NA	NA	0	1	2	2	617	0.813	0.0	0.0	0.0	100.0	0.0	0.0	0	dsDNAphage	linear	NZ_ALWB01000428.1||full	0.813	dsDNAphage
NZ_ALWB01000412.1	1	2	137	1079	1.0	1.0	1	2	137	1079	NA	NA	0	1	2	137	1079	1.0	0.0	0.0	0.0	100.0	0.0	0.0	0	ssDNA	linear	NZ_ALWB01000412.1||full	1.0	ssDNA
NZ_ALWB01000411.1	1	3	169	2154	0.98	0.98	1	3	169	2154	NA	NA	0	1	3	169	2154	0.98	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NZ_ALWB01000411.1||full	0.98	ssDNA
NZ_ALWB01000374.1	1	2	334	1532	0.74	0.74	1	2	334	1532	NA	NA	0	1	2	334	1532	0.74	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_ALWB01000374.1||full	0.74	ssDNA
NZ_ALWB01000364.1	1	3	3	2155	0.96	0.96	1	3	3	2155	NA	NA	0	1	3	3	2155	0.96	0.0	0.0	0.0	33.3	0.0	66.7	0	ssDNA	linear	NZ_ALWB01000364.1||full	0.96	ssDNA
NZ_ALWB01000360.1	1	4	3	3347	0.973	0.973	1	4	3	3347	NA	NA	0	1	4	3	3347	0.973	0.0	0.0	0.0	50.0	0.0	50.0	0	ssDNA	linear	NZ_ALWB01000360.1||full	0.973	ssDNA
NZ_ALWB01000310.1	1	3	37	4657	0.907	0.907	1	3	37	4657	NA	NA	0	1	3	37	4657	0.907	0.0	0.0	0.0	66.7	0.0	33.3	0	dsDNAphage	linear	NZ_ALWB01000310.1||full	0.907	dsDNAphage
NZ_ALWB01000305.1	1	3	139	3566	0.653	0.653	1	3	139	3566	NA	NA	0	1	3	139	3566	0.653	0.0	0.0	0.0	66.7	33.3	0.0	0	dsDNAphage	linear	NZ_ALWB01000305.1||full	0.653	dsDNAphage
NZ_ALWB01000295.1	1	7	2	5391	0.613	0.613	1	7	2	5391	NA	NA	0	1	7	2	5391	0.613	0.0	0.0	0.0	28.6	0.0	71.4	0	dsDNAphage	linear	NZ_ALWB01000295.1||full	0.613	dsDNAphage
NZ_ALWB01000132.1	1	13	3	14637	0.953	0.953	1	13	3	14637	NA	NA	0	1	13	3	14637	0.953	0.0	15.4	0.0	38.5	0.0	46.2	1	dsDNAphage	linear	NZ_ALWB01000132.1||full	0.953	dsDNAphage
NZ_ALWB01000036.1	1	17	212	27274	0.787	0.787	1	17	212	27274	NA	NA	0	1	17	212	27274	0.787	0.0	11.8	0.0	41.2	23.5	23.5	1	dsDNAphage	linear	NZ_ALWB01000036.1||full	0.787	dsDNAphage
NZ_ALWB01000006.1	1	38	118	49377	0.727	0.76	1	40	118	51229	NA	NA	0	1	40	118	51229	0.687	0.0	25.0	0.0	29.2	20.8	25.0	6	dsDNAphage	linear	NZ_ALWB01000006.1||full	0.727	dsDNAphage
