seqname	trim_orf_index_start	trim_orf_index_end	trim_bp_start	trim_bp_end	trim_pr	trim_pr_max	prox_orf_index_start	prox_orf_index_end	prox_bp_start	prox_bp_end	prox_pr	prox_pr_max	partial	full_orf_index_start	full_orf_index_end	full_bp_start	full_bp_end	pr_full	arc	bac	euk	vir	mix	unaligned	hallmark_cnt	group	shape	seqname_new	final_max_score	final_max_score_group
NZ_AFPM01000323.1	1	57	423	47917	0.98	1.0	1	57	423	47917	NA	NA	0	1	57	423	47917	0.98	0.0	14.0	0.0	49.1	10.5	26.3	8	dsDNAphage	linear	NZ_AFPM01000323.1||full	0.98	dsDNAphage
NZ_AFPM01000259.1	1	8	2	9499	0.98	0.98	1	8	2	9499	NA	NA	0	1	8	2	9499	0.98	0.0	12.5	0.0	50.0	0.0	37.5	1	dsDNAphage	linear	NZ_AFPM01000259.1||full	0.98	dsDNAphage
NZ_AFPM01000248.1	1	7	1	6617	0.987	0.987	1	7	1	6617	NA	NA	0	1	7	1	6617	0.987	0.0	0.0	0.0	28.6	0.0	71.4	1	dsDNAphage	linear	NZ_AFPM01000248.1||full	0.987	dsDNAphage
NZ_AFPM01000205.1	1	13	2	14125	0.98	0.98	1	13	2	14125	NA	NA	0	1	13	2	14125	0.98	0.0	7.7	0.0	38.5	0.0	53.8	4	dsDNAphage	linear	NZ_AFPM01000205.1||full	0.98	dsDNAphage
NZ_AFPM01000196.1	1	20	1	19107	0.88	0.88	1	21	1	20474	NA	NA	0	1	21	1	20474	0.807	0.0	14.3	0.0	33.3	28.6	23.8	2	dsDNAphage	linear	NZ_AFPM01000196.1||full	0.88	dsDNAphage
NZ_AFPM01000141.1	1	3	2	1523	0.62	0.62	1	3	2	1523	NA	NA	0	1	3	2	1523	0.62	0.0	0.0	0.0	33.3	0.0	66.7	0	dsDNAphage	linear	NZ_AFPM01000141.1||full	0.62	dsDNAphage
NZ_AFPM01000048.1	1	61	3	48565	0.587	0.6	1	61	3	48565	NA	NA	0	1	61	3	48565	0.587	0.0	26.3	0.0	31.6	0.0	42.1	0	dsDNAphage	linear	NZ_AFPM01000048.1||full	0.587	dsDNAphage
NZ_AFPM01000042.1	1	40	88	54257	0.713	0.747	1	41	88	55137	NA	NA	0	1	41	88	55137	0.707	0.0	39.0	0.0	34.1	12.2	14.6	3	dsDNAphage	linear	NZ_AFPM01000042.1||full	0.713	dsDNAphage
NZ_AFPM01000039.1	1	29	1	27744	0.847	0.867	1	30	1	29081	NA	NA	0	1	30	1	29081	0.82	0.0	33.3	0.0	36.7	23.3	6.7	7	dsDNAphage	linear	NZ_AFPM01000039.1||full	0.847	dsDNAphage
NZ_AFPM01000017.1	59	165	44578	121889	0.947	0.98	59	167	44578	127847	0.913	0.993	1	1	167	226	127847	0.7	0.0	17.4	0.0	22.9	10.1	49.5	5	dsDNAphage	linear	NZ_AFPM01000017.1||0_partial	0.947	dsDNAphage
